doi,title,abstract,published_year,journal_title,issn_list,publisher,authors,subject,ref_count,source,region,confession,subfield_tags,method_tags,era_tags
10.1163/15685330-bja10190,The Wheat Exported from Israel to Tyre,"<jats:title>Abstract</jats:title>
<jats:p>The Hebrew Bible contains three references to the export of wheat from Israel to Tyre. Difficult and suspiciously similar phrases occur in the Masoretic Text of each: <jats:styled-content xml:lang=""he-Hebr"">חִטִּים מַכֹּלֶת</jats:styled-content> in 1 Kgs 5:25 (Eng. 5:11); <jats:styled-content xml:lang=""he-Hebr"">חִטִּים מַכּוֹת</jats:styled-content> in the parallel 2 Chr 2:9 (Eng. 2:10); and <jats:styled-content xml:lang=""he-Hebr"">חִטֵּי מִנִּית</jats:styled-content> in Ezek 27:17. Moreover, in each passage, the ancient translations reflect further variant readings. This paper integrates textual criticism with information on wheat in antiquity in order to clarify all three passages. The paper may contribute to our understanding of international trade in the first half of the first millennium <jats:sc>BCE</jats:sc>.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Raanan Eichler'],[],66.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10191,Alternative Readings in the Septuagint as “Snapshots” of Textual Development,"<jats:title>Abstract</jats:title>
<jats:p>Two doublets are present in the Greek witnesses to Hos 14:3. Additionally, the Lucianic text contains two alternative translations that have been conflated, resulting in the formation of a two-word short doublet within a two-sentence long doublet. These readings are found in Greek manuscripts, as well as in the Targum Jonathan, in Old Latin, Coptic, Armenian, and Georgian translations, and in Greek and Latin patristic quotations, either as alternative or as conflations. Some witnesses exhibit individual translations that diverge from the actual Masoretic text (<jats:sc>MT</jats:sc>), which can be regarded as earlier forms according to Lagarde’s third axiom for the text-critical evaluation of Greek readings. Where a translation that is isomorphic with the Hebrew text replaces the older one or is conflated with it, it may be inferred that a process of revision has taken place. This article analyses these various readings and thus provides insight into the process of formation and conflation of competing translations in a period when the Hebrew text had not yet reached its current form.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Alfio Giuseppe Catalano'],[],36.0,crossref,nl,Academic,Church History;OT,,Patristic
10.1163/15685330-bja10192,1 Kings 19 and Its Emotional Repertoires,"<jats:title>Abstract</jats:title>
<jats:p>Biblical scholarship and cognate disciplines have seen a surge in publications on emotions, affects, and related matters. The focus of this article is on human and divine emotions in the Horeb theophany in 1 Kgs 19. Analysing the prophet Elijah’s suicidal ideation, which is expressed verbally, somatically, and ritually, this article argues that <jats:sc>YHWH</jats:sc>’s self-disclosure at Horeb is tailored to address Elijah’s condition, and the enigmatic <jats:styled-content xml:lang=""he-Hebr"">קול דממה דקה</jats:styled-content> (1 Kgs 19:12) is part of <jats:sc>YHWH</jats:sc>’s emotional response to it. Given Elijah’s state of mind, i.e., fear, loneliness, dejection, and his resolve to end it all, <jats:sc>YHWH</jats:sc>’s appearance at Horeb should be viewed as a compassionate reaction to the suicidal prophet.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Ekaterina E. Kozlova'],[],123.0,crossref,nl,Academic,,,
10.1163/15685330-bja10195,“On Wings like Eagles!” (Isa 40:31),"<jats:title>Abstract</jats:title>
<jats:p>Faunal imagery in ancient literature has been the focus of many discussions, so much so that the increased interest in such rhetoric has been recognized as “an animal turn” in a number of disciplines, including biblical studies. This article examines the symbolism of a bird’s wings in ancient Near Eastern traditions and the Hebrew Bible. First, it surveys images of fragility in social, religious, and political domains related through wings in various states of dysfunction—bound, broken, and torn off. Then it examines images of empowerment denoted by means of strengthened, reinforced, and outspread wings. Building on previous studies of transformative symbols from the natural world, the primary focus of this essay is on the motif of restoration. To this end, it analyzes the striking rhetoric in Isa 40:29–31, i.e., the return of God’s people from captivity in the manner of soaring eagles, and in the Sumerian poem <jats:italic>Lugalbanda and the Anzud Bird</jats:italic>, i.e., Lugalbanda’s supernatural bird-like travel.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Ekaterina E. Kozlova'],[],112.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10196,Seen from Afar: Genesis 22:4 in Comparative Perspective,"<jats:title>Abstract</jats:title>
<jats:p>This article conducts a broad comparative analysis of the idiomatic phrase “he lifted his eyes and saw the place from afar” in Gen 22:4 to elucidate its function within Gen 22. To begin, it shows that Rabbinic interpreters already saw the importance of this expression in understanding the pericope. Then, it traces the life of the idiom through comparisons with relevant Sumerian, Ugaritic, and biblical texts. From this evidence I argue that Gen 22:4 alludes to prophetic, divinatory, and theophanic activity in the <jats:italic>Aqedah</jats:italic>. Finally, the article considers the implications of this analysis for our understanding of the nature and role of (in)sight in the pericope, the characterization of Abraham as a prophet, and the significance of the place Abraham sees from afar.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['David Alan Hannan'],[],59.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10197,An Intertextual Reading of Amos 3:7,"<jats:title>Abstract</jats:title>
<jats:p>This essay argues that Amos 3:7 was interpolated into Amos 3:3–8 to create an intertextual link with Jer 23:16–22. While the Amos and Jeremiah passages already displayed some lexical and thematic similarities, the addition of Amos 3:7 and its use of <jats:italic>sôd</jats:italic> strengthened those connections. As a result, the author of Amos 3:7 invites readers to interpret Amos while contemplating Jeremiah’s comments on legitimate prophets.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Michael J. Biggerstaff'],[],30.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10198,Why Susa?,"<jats:title>Abstract</jats:title>
<jats:p>Unlike other chapters, Dan 8 contains a long description that uniquely situates the seer in Susa, a city in Elam, by the river Ulai (Dan 8:2). These laboured and unprecedented details give the expectation of interpretive significance, which, as the chapter progresses, fails to materialise. After dismissing historical and literary reasons for Daniel’s location, the following article shall find answers in the chapter’s textual history. By identifying resumptive repetition (<jats:italic>Wiederaufnahme</jats:italic>) in 8:2 and comparing other ancient versions (especially <jats:sc>OG</jats:sc> and <jats:styled-content xml:lang=""el-Grek"">Θ</jats:styled-content>), the paper will conclude that the primary stratum of Dan 8 situated Daniel in his default location of Babylon and that a series of scribal reconceptions involving the words <jats:styled-content xml:lang=""he-Hebr"">אבל</jats:styled-content> <jats:italic>city gate</jats:italic>, <jats:styled-content xml:lang=""he-Hebr"">יובל</jats:styled-content> <jats:italic>watercourse</jats:italic>, <jats:styled-content xml:lang=""he-Hebr"">אילם</jats:styled-content>/<jats:styled-content xml:lang=""he-Hebr"">אולם</jats:styled-content> <jats:italic>portico</jats:italic>, <jats:styled-content xml:lang=""he-Hebr"">עילם</jats:styled-content> <jats:italic>Elam</jats:italic>, and <jats:styled-content xml:lang=""he-Hebr"">אולי</jats:styled-content> <jats:italic>Ulai</jats:italic> has led to the present <jats:sc>MT</jats:sc> reading. Earlier stages of these reconceptions are reflected in chapters 10–12, evidencing the dependency of the final apocalypse upon chapter 8.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['David J. Forward'],[],23.0,crossref,nl,Academic,,,
10.1163/15685330-bja10199,People and Botanical Metaphors in the Hebrew Text of Ben Sira,"<jats:title>Abstract</jats:title>
<jats:p>This paper deals with several metaphors found in the Hebrew text of Ben Sira that are grounded in the conceptual metaphor that <jats:sc>people are plants</jats:sc>. The article analyzes three distinct categories of individuals: the righteous (50:8, 10), the wicked (10:16–17; 40:15–16), and the disciple of wisdom (3:9; 6:2–3). The botanical source domain and its associated framework are mapped onto the target domain of these types of individuals, thereby structuring much of our understanding of how the Hebrew text of Ben Sira distinguishes them.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Charlotte Obeid'],[],56.0,crossref,nl,Academic,,,
10.1163/15685330-bja10200,The Festival Legislation in Numbers 28–29,"<jats:title>Abstract</jats:title>
<jats:p>The festival legislation in Num 28–29 is so similar to that found in Lev 23 that it is a scholarly consensus the two are directly related. The question of <jats:italic>what</jats:italic> is similar between these laws has already been the topic of numerous detailed studies, yet the question of <jats:italic>why</jats:italic> nearly identical, post-Priestly-dated laws appear in two separate Pentateuchal books has been far less satisfactorily answered. This article argues against the prevailing opinion that suggests Num 28–29 should be considered a “supplement” to Lev 23. Instead, Num 28–29, while undoubtedly using Lev 23 as a <jats:italic>Vorlage</jats:italic>, represents a further step in centralization, building upon the context-specific (book-level) innovations that exist only in Numbers.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Jordan Davis'],[],38.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10201,Two Unnoticed Telestics in Psalm 145,"<jats:title>Abstract</jats:title>
<jats:p>Psalm 145 is an alphabetic acrostic whose main theme is the praise of God. Watson suggested an acrostic of the word <jats:styled-content xml:lang=""he-Hebr"">מלך</jats:styled-content> “king” in the psalm. This paper suggests another pattern in Ps 145—a telestic that mentions the name David twice in a symmetrical manner. Thus, the two non-alphabetic patterns in Ps 145 form the name and title of King David. An additional bidirectional telestic of the word <jats:styled-content xml:lang=""he-Hebr"">הודו</jats:styled-content> “praise” is also discussed, as well as the 11QPs<jats:sup>a</jats:sup> and <jats:sc>LXX</jats:sc> versions of the psalm.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Omer N. Dor'],[],33.0,crossref,nl,Academic,,,
10.1163/15685330-bja10202,Die Vetus Latina der Klagelieder als Zeugin für den Bedeutungswandel hebräischer Lexeme im Licht ihrer aramäischen Umwelt,"<jats:title>Abstract</jats:title>
<jats:p>The fragments of the Vetus Latina are rightly regarded as valuable witnesses for the reconstruction of the original text of the Septuagint (<jats:sc>OG</jats:sc>). Only a few texts are available for the book of Lamentations. This study builds on a thesis of Orientalist Anton Baumstark, who has claimed an Aramaic influence for the Old Latin text of Hab 3. Similarly, the various fragments of Lamentations are characterized by several special readings that reflect the Aramaic linguistic world, especially of the Targumim. However, a direct dependence on the Targumim cannot be assumed. In the course of the <jats:sc>LXX</jats:sc> transmission, many of these readings preserved by the <jats:sc>VL</jats:sc> were adapted to the Hebrew understanding of the language and thus disappeared from the <jats:sc>LXX</jats:sc> texts. Finally, it is notable that many of the special readings of the <jats:sc>VT</jats:sc> with an Aramaic background also agree with the Antiochene text group. Since this text group is particularly close to the Syriac-Aramaic language world, this confirms the thesis.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Manfred Pollner'],[],80.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10203,The Buried Abimelech Tradition in Judges 10:1,"<jats:title>Abstract</jats:title>
<jats:p>Recent studies of the Abimelech account in Judg 9 have recognized distinct portrayals of Abimelech and elucidated the polemical elements against the Israelite kingdom lying behind the later Judahite layer of the complex. However, the literary-historical discussion so far has not fully considered the enigmatic view of Abimelech in Judg 10:1, which assumes that Tola’s role as Israel’s savior is inherited from his predecessor, Abimelech. This paper argues that the literary logic of the phrase “after Abimelech” constitutes the older compositional strand of Tola’s succession formula in Judg 10:1. In so doing, it proposes a literary process by which the Israelite scribe of Judg 10:1 interpreted the older portion of the Abimelech story as part of a “saving stream” continued from Gideon (Judg 7:1–22), on one hand, and as a reflex of the conquest narrative that creates another tradition of Abimelech’s victory over Shechem as Joshua’s double, on the other.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Ki-Eun Jang'],[],33.0,crossref,nl,Academic,,,
10.1163/15685330-bja10204,Pinocchio in the Vulgate,"<jats:title>Abstract</jats:title>
<jats:p>The paper summarizes Jerome’s Latin translation of the law against kidnapping in Deut 24:7, highlighting the differences in meaning between the Hebrew and Latin texts and exploring how Jerome’s interpretation reflects the Roman understanding of this crime. The author concludes that Jerome’s translation effectively balances fidelity to the Hebrew text with simplification and his own interpretive insight, particularly in the choice of the verb <jats:italic>sollicitare</jats:italic> to describe the crime of kidnapping. This choice resonates with Deuteronomy’s emphasis on the importance of treating fellow Israelites with compassion and aligns with the social realities of Jerome’s time in the Roman world, where deceitful kidnapping and enslavement were significant concerns.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Adam Mackerle'],[],48.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10205,“Have You Called Us Here to Dispossess Us?” (Judg 14:15),"<jats:title>Abstract</jats:title>
<jats:p>Samson’s riddle (Judg 14:14) has inspired interpretation for millennia. Told during a wedding feast in a rival settlement, the knowledge contest of the <jats:styled-content xml:lang=""he-Hebr"">חידה</jats:styled-content> is an apposite literary feature around which the folklore found in Judg 14 is structured. But while the natural object of study is this written witness to the tale in the Hebrew text, in concentrating on literary details, scholarship has tended to relegate the significance of the preliterate geopolitical setting that the folktale claims for itself. It is this paper’s claim that the story exploits the territorial tension of the late second millennium <jats:sc>BCE</jats:sc> Sorek Valley in its contest theme, evoking contemporary social struggles among the settlements to construct an engaging and socially relevant riddle challenge.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Bruno J. Clifton'],[],91.0,crossref,nl,Academic,,,Contemporary
10.1163/15685330-bja10206,תבנית—the Semantic Development of a Loanword in the Persian Period,"<jats:title>Abstract</jats:title>
<jats:p>The word <jats:styled-content xml:lang=""he-Hebr"">תבנית</jats:styled-content> in Hebrew derives from the Akkadian <jats:italic>tabnītu</jats:italic>, and in its earliest occurrences seems to mean simply “image.” Its negative connotations in passages belonging to the Deuteronomistic tradition are apparently due to the anti-idolatrous context. In later texts, it appears with the specialized meaning of “architectural drawings.” In P and post-P passages, this meaning was theologized into the metaphysical sense of “prototype,” possibly under the influence of the Iranian concept of <jats:italic>ratuš</jats:italic>.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Charles-Antoine Fogielman'],[],52.0,crossref,nl,Academic,,,
10.1163/15685330-bja10208,Qualified Continuity,"<jats:title>Abstract</jats:title>
<jats:p>The account of the fall of Jerusalem in Chronicles mentions the despoliation of the temple vessels. In contrast to its <jats:italic>Vorlage</jats:italic> (2 Kgs 24–25), Chronicles is filled with a sense of forward-looking continuity; the cultic paraphernalia serve as a symbol of the postexilic restoration. Yet, according to 2 Chr 36, that continuity does not extend backward; the vessels taken to Babylon were not those produced under Solomon. To explain the discrepancy with 2 Kgs 24–25, the article discusses the Chronicler’s understanding of idolatry and studies its effects. The comparison between the accounts of the reforms of Jehoash and Hezekiah shows that, for the Chronicler, the misuse of the temple vessels in the ritual worship of foreign deities demands their substitution. Probing the reason for this, the article proposes that the Chronicler could have been influenced by an exegetical tradition that promoted a more stringent interpretation of Deut 7:25.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Francisco Martins'],[],78.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10209,A TEL of No City,"<jats:title>Abstract</jats:title>
<jats:p>This paper critically examines the widely accepted Tel-Aviv model concerning Ezekiel’s life in Babylonia and instead advocates for an urban context for the exiled intellectual. It further challenges the association of the Hebrew <jats:styled-content xml:lang=""he-Hebr"">תל אביב</jats:styled-content> (Tel-Aviv) with the Babylonian toponym Til-abūbe, arguing that the reading of this toponym in <jats:sc>UET</jats:sc> 4 111 is untenable. The collapse of the Tel-Aviv model necessitates a reassessment of Ezekiel’s Tel-Aviv, concluding that it was likely never intended as a toponym. Instead, while indeed derived from the Akkadian phrase <jats:italic>til abūbe</jats:italic>, it is more plausibly understood as an apposition to the exilic community (Gola), symbolising the desolation faced by the Judean exiles.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Yuval Levavi'],[],41.0,crossref,nl,Academic,,,
10.1163/15685330-bja10210,The Judgments of the Israelite and Judahite Kings in Diachronic and Historical Perspective,"<jats:title>Abstract</jats:title>
<jats:p>This article reassesses the <jats:italic>bamah</jats:italic> themes in 1–2 Kings as they relate to the “good” and “evil” judgments that the book offers upon the kings of Israel and Judah, following the arguments for an early edition of Kings during the reign of Josiah. Its literary analysis leads to the following conclusions: 1) The <jats:italic>bamôt</jats:italic> in both Israel and Judah appeared as an overarching antagonistic theme in the book only through secondary revision. 2) Jeroboam and his “sin” at the <jats:italic>bet-bamôt</jats:italic> were connected to Bethel only secondarily, probably as the book was integrated into a larger “Enneateuchal” literary horizon. 3) The judgments on the Judahite kings, which predate the overarching <jats:italic>bamôt</jats:italic> theme, were originally passed based on whether the kings maintained exclusive cultic fidelity to the dynasty’s patron deity and his temple in Jerusalem or, under the influence of foreign powers, promoted the worship of deities other than Yhwh.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['John Will Rice'],[],102.0,crossref,nl,Academic,,,
10.1163/15685330-bja10211,The Gatekeeper,"<jats:title>Abstract</jats:title>
<jats:p>The Priestly portion in the Pentateuch is named so due to its concentrated concern on priests and their ritual domain. Read as a straightforward piece of literature, a steadily growing tendency among scholars is to perceive it as promoting the priests’ authority and lobbying for their elite group’s benefits. In this article, I suggest that, at least in its earliest literary form, the most plausible reading of the Priestly portion is as a subversive and devious text. Its message can be fully comprehended only when revealing its two contradictory depictions of Aaron, the archetypical overseer priest, as reflected in his admission to the holy space. After identifying the duality in the characterization of Aaron, I will elaborate on the potential socio-historical setting for this original Priestly layer and how it might relate to its author’s literary choices.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Hananel Shapira'],[],71.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10212,ומבין חידות in Daniel 8:23 as Part of a Literary Contrast,"<jats:title>Abstract</jats:title>
<jats:p>The phrase <jats:styled-content xml:lang=""he-Hebr"">ומבין</jats:styled-content> <jats:styled-content xml:lang=""he-Hebr"">חידות</jats:styled-content> in Dan 8:23 has been variously interpreted as “adept in duplicity,” “skilled in trickery,” “skilled in understanding riddles,” or “expert at enigmas.” While scholars focus on the meaning of the phrase, they overlook its literary features. In this article, I argue that the phrase <jats:styled-content xml:lang=""he-Hebr"">ומבין</jats:styled-content> <jats:styled-content xml:lang=""he-Hebr"">חידות</jats:styled-content> is not only a characteristic of the little horn, but also part of the literary contrast between divine wisdom and the wisdom of an earthly ruler in Dan 8. A contrast between the little horn’s understanding (Dan 8:23) and Daniel’s lack of understanding (Dan 8:15–17, 27) creates a contradictory picture of the superiority of human wisdom, which finds its development and resolution in a parallel vision (Dan 10–12). Furthermore, I argue that this contrast is part of a larger contrast that occurs at the level of the literary structure of the entire book.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Ihor Kuryliak'],[],35.0,crossref,nl,Academic,,,
10.1163/15685330-bja10213,"Town and Country: Jephthah, Gilead, and the Preservation of Late Bronze Age Politics","<jats:title>Abstract</jats:title>
<jats:p>In the book of Judges, there are a handful of cases where the narrative includes people, places, or events from the lands east of the Jordan River. Jephthah’s tale stands out as unique, as the narrative happens entirely in the eastern highlands. The earliest version of the Jephthah material has its origin in this eastern arena. Furthermore, within this early version, the political activity of the city of Gilead with Jephthah and his gang of “worthless” men shares significant parallels with the city politics of the Late Bronze Age Levant. Jephthah behaves as an <jats:italic>ʿapiru</jats:italic>, and Gilead, the city, operates within a system of collective governance similar to cities from the Amarna period. I argue that the oldest layer of the Jephthah story assumes social and political structures that not only echo the Late Bronze Age but could remain as practices into the Iron Age, east of the Jordan.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Spencer J. Elliott'],[],57.0,crossref,nl,Academic,,,
10.1163/15685330-bja10214,From Military Coup to Temple Coronation,"<jats:title>Abstract</jats:title>
<jats:p>King Hezekiah’s centralized worship reforms in Jerusalem facilitated the integration of priests formerly serving at peripheral altars into the city’s sole official temple, thereby establishing a functional distinction between the priesthood and the Levites. This idealized temple framework is reflected in the editorial composition of the books of Kings, where local priests are depicted as participants in Joash’s coronation—a representation that aligns with Hezekian scribal priorities and the theological vision of a “renewed temple.” The coronation narrative, set against the backdrop of Athaliah’s usurpation, portrays both the monarchy and the temple as undergoing processes of “recovery” and “reintegration,” thereby illustrating the broader political and religious transformations driven by Hezekiah’s reforms.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Xiaowei Ji'],[],49.0,crossref,nl,Academic,,,
10.1163/15685330-bja10215,Pferde und Raubvögel im Hebräischen und Ägyptischen,"<jats:title>Abstract</jats:title>
<jats:p>This article aims at a comparison of a special motif that occurs both in Hebrew and Egyptian literature. At the heart of the considerations is the association of horses as birds of prey. The <jats:italic>tertium comparationis</jats:italic> is the aspect of speed. In the Hebrew Bible, the examples are from prophetic texts (Hab 1:8; Jer 4:12–13), the Egyptian examples are from the Ramesside War Texts. The <jats:italic>Sitz im Leben</jats:italic> of all the examples lies in the military context.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Stefan Bojowald'],[],35.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10216,The First Rainfall in History,"<jats:title>Abstract</jats:title>
<jats:p>In this study, I argue that, according to the J/non-P primeval narrative, the Flood was the first rainfall in history. To make this case, I first conduct a close reading and analysis of the agricultural conditions in J’s antediluvian world and consider their connection to Yahweh’s initial plans on earth. I then argue that controlled, seasonal rainfall is, in J, a delayed, ad hoc, and quasi-accidental creation. Next, I suggest that this reading is consistent with a characterization of Yahweh that drives J’s primeval history: a miscalculating and anxious deity, chronically unable to predict the consequences of his actions, improvises under new circumstances, trying to both treat his creatures fairly and maintain his superiority over them. In the process, Yahweh unintentionally creates the basic elements of human existence. Finally, I consider the compositional implications of these findings, arguing that the Flood must be an original component of J’s primeval history.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Noah Avigan'],[],1.0,crossref,nl,Academic,Systematic Theology,,
10.1163/15685330-bja10217,Ringen mit Gott,"<jats:title>Abstract</jats:title>
<jats:p>In vv. 6 and 7, Ps 51 contains two of the most important theological statements in the discussion of sin and therefore also for the understanding of humans before God. These statements have rendered Ps 51 a central text for discussions of hamartiology, the doctrine of the human sin before God. This article examines the purpose of vv. 5–8 in Ps 51 and views them as an expression of the struggle of the humanness of humanity before the sovereign God. The article addresses text-critically relevant passages and different translation possibilities for vv. 5–8, the structure of the psalm, and its connections to other biblical texts.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Frank Ueberschaer'],[],46.0,crossref,nl,Academic,Systematic Theology,,
10.1163/15685330-bja10218,Interpreting the Ehud Narrative through Grotesque Realism and Menippean Satire,"<jats:title>Abstract</jats:title>
<jats:p>This study analyzes the Ehud narrative using Mikhail Bakhtin’s theories of carnival literature, grotesque realism, and Menippean satire. While exploring François Rabelais’s novel, Bakhtin identified the concepts of “the upside-down” and “word play” in carnival festivals and applied them to his interpretation of Fyodor Dostoevsky’s novels. He also examined key characteristics of carnival literature, emphasizing special genres, such as humor, comic, grotesque realism, and Menippean satire.</jats:p>
<jats:p>Building on Bakhtin’s theories, this study seeks to pinpoint the carnivalesque features in the final text of Judg 3. On the surface, the narrative of Ehud recounts the Israelites’ victory, led by the Benjaminite Ehud, over Eglon, the king of Moab. However, this implies the notion that the lower classes can overthrow the upper classes at any time. From the reader’s perspective, this demonstrates the importance of exercising when wielding power. Moreover, the narrative of Ehud serves as a heuristic tool, prompting readers to reflect on their own circumstances.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Inchol Yang'],[],27.0,crossref,nl,Academic,,,
10.1163/15685330-bja10220,"Strange Textiles: Materiality, Wealth, and Wisdom in Proverbs 7","<jats:title>Abstract</jats:title>
<jats:p>This article offers a new analysis of the Strange Woman of Prov 7 that emphasizes the role of wealth and status within the chapter. Through close reading, historical-critical analysis, and comparative data, I will show that the materiality of the Strange Woman’s bedroom indexes her access to wealth and luxury in ways that are like Lady Wisdom and the Lady of Valor. I will argue that Prov 7 should be understood as not only an admonishment against succumbing to the sexual seductions of another man’s wife, but also as a warning against the enticements of another man’s wealth. The textiles and other items mentioned do not simply index her foreignness or promiscuity but concurrently showcase her high socio-economic status and affluence. The paper will conclude by exploring how ‘correct’ wealth is a sign of ‘correct’ wisdom and how this contributes to perceptions of wealth and women during the post-exilic period.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Jessica Patey'],[],109.0,crossref,nl,Academic,,Method,
10.1163/15685330-bja10221,Divine Blueprints,"<jats:title>Abstract</jats:title>
<jats:p>In this article we aim to demonstrate conceptual correspondences between Mesopotamian, Greek, Israelite, and Jewish texts (including Dead Sea Scrolls and Greek Jewish texts) by using the concept of <jats:styled-content xml:lang=""he-Hebr"">תַּבְנִית</jats:styled-content> (“archetype, blueprint, likeness, model, paradigm, or pattern”) and its ancient Near Eastern and Greek equivalents as case example to unfold a peculiar thread that runs through the Mesopotamian and ancient Israelite through the Jewish-Hellenistic sources: from divinely inspired architectural blueprint to its transformation into a divinely inspired ethical ideal of human creativity and <jats:italic>imitatio dei</jats:italic>.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Hindy Najman' 'Jan Dietrich'],[],88.0,crossref,nl,Academic,,,
10.1163/15685330-bja10222,On Emphasis and Exegesis,"<jats:title>Abstract</jats:title>
<jats:p>Pied-piping occurs when a syntactic constituent is moved to the front of a clause for a particular purpose, and other constituents are moved along with it—not because they too are targets of the purpose of movement, but because they are part of the same larger constituent. Pied-piping occurs frequently in ancient Hebrew, including in questions and in focus-fronting. This essay explores the latter, with an aim to showing that pied-piping impacts how we read and interpret the text when focus-fronting is involved. Interpreters must consider which part of a focus-fronted phrase (including, potentially, the entire phrase) is in focus, rather than taking for granted that the entire phrase is in focus.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['John Screnock'],[],45.0,crossref,nl,Academic,NT,,
10.1163/15685330-bja10223,The Hebrew Bible and the Theory of Anachronism,"<jats:title>Abstract</jats:title>
<jats:p>Scholars have long identified anachronisms in the Hebrew Bible as evidence of disreputable storytellers whose writings are impaired by a poor sense of the past they claim to describe. This study questions this interpretative stance and reassesses the theory of anachronism that informs it. This effort at redress is aimed principally at the presuppositions we harbor about our access to the past and the sense of time that informs our historical research. The challenge posed by the ancient writings of the Hebrew Bible, I contend, is not simply a different appraisal of anachronisms from their modern readers, but more fundamentally a distinct framing of temporal experience that privileges continuity over the sense of discontinuity to which our historical studies are often keyed. A more sympathetic position advanced in this study toward anachronism proposes an interpretive openness to experiences of time not fully captured within the modern forms of history that have been placed on them.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Daniel Pioske'],[],130.0,crossref,nl,Academic,OT,,
10.1163/15685330-bja10225,The Booty Call,"<jats:title>Abstract</jats:title>
<jats:p>This article examines the motif of plunder in the book of Judith. In keeping with ancient Near Eastern and East Mediterranean practices around despoliation during war, the narrative contains indications that the taking and repurposing of certain items as well as general plunder convey ideas about the rights of victors in war and procedures which both boost the standing of the victors and undo the identity of the defeated. By using the concept of a sociological “assemblage,” we discuss the multiplicity of meanings which Holofernes’ tent and body possess and how this is changed through Judith’s plundering.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Ekaterina E. Kozlova' 'Joseph Scales'],[],75.0,crossref,nl,Academic,,,
10.1163/15685330-bja10228,Slavery and Exile in the Book of Baruch,"<jats:title>Abstract</jats:title>
<jats:p>Words and images associated with the topic of slavery appear throughout the liturgical “book” of Baruch, helping to unify its diverse contents. Of particular interest is the manner in which the topic is employed to depict the degradations of exile as an historical, cultural, and political event, thereby creating conceptual spaces for recognizing and performing different exilic subjectivities. Inquiry along these lines also informs analysis of the work’s literary composition, most notably, by highlighting the programmatic nature of Bar 1:12, part of the cover letter that introduces the liturgy.</jats:p>",2025,VT,['0042-4935' '1568-5330'],Walter de Gruyter GmbH,['Walter T. Wilson'],[],46.0,crossref,nl,Academic,Practical Theology,,
